1017,961,0.6
1020,1619,0.52
1022,1428,0.52
1022,2182,0.56
1022,968,0.56
1028,1807,0.52
1035,1419,0.56
1035,1514,0.76
1035,1623,0.56
1035,2018,0.56
1035,914,0.76
1043,2672,0.52
1043,3573,0.52
1056,2182,0.52
1056,968,0.64
1083,1729,0.52
1094,1785,0.6
1099,2938,0.52
1099,3000,0.52
1136,2000,0.64
1136,885,0.72
1136,995,0.52
1136,999,0.64
1142,1180,0.64
1142,1347,0.6
1142,1980,0.64
1142,2053,0.8
1142,2456,0.56
1156,896,0.56
1159,3382,0.52
1161,2767,0.52
1180,1347,0.64
1180,1553,0.8
1180,1699,0.8
1180,1911,0.64
1180,1980,0.52
1180,2219,0.6
1206,2921,0.6
1224,2081,0.56
1245,2067,0.6
1288,722,0.56
1293,1334,0.52
1311,2284,0.52
1311,2425,0.52
1311,4063,0.56
1315,1930,0.52
1315,2030,0.52
1315,2290,0.64
1318,1843,0.52
1318,1865,0.52
1322,3940,0.56
1347,1821,0.6
1347,1911,0.56
1347,2219,0.56
1357,2753,0.52
1357,2938,0.6
1357,3000,0.6
1357,3037,0.52
1358,1497,0.6
1368,2629,0.52
1368,4293,0.52
1380,3643,0.52
1385,3651,0.52
1399,3382,0.52
1404,1917,0.52
1405,1481,0.56
1408,1950,0.56
1419,1901,0.52
1419,2109,0.52
1419,2182,0.56
1419,2316,0.52
1419,3412,0.56
1419,3491,0.56
1419,3988,0.56
1419,4084,0.56
1419,4111,0.56
1419,4173,0.56
1419,914,0.56
1428,2182,0.56
143,308,0.56
1438,3651,0.56
1439,2684,0.52
1456,2742,0.52
1465,2053,0.52
1475,2804,0.56
1487,2611,0.6
1497,2370,0.52
1497,2764,0.72
1497,3116,0.52
1497,4551,0.52
15,17,0.52
1509,1774,0.6
1509,2791,0.64
1514,1623,0.64
1514,1772,0.52
1514,2018,0.76
1514,2182,0.6
1514,2323,0.56
1514,3780,0.6
1514,914,0.68
1514,968,0.52
1524,3838,0.52
153,241,0.52
1539,4098,0.52
1539,4330,0.52
1539,4562,0.52
1539,4591,0.52
1544,1847,0.6
1546,5255,0.56
1546,5293,0.56
1546,6504,0.56
1548,1930,0.52
1548,2290,0.6
1548,3096,0.52
1549,2125,0.6
1549,2381,0.6
1549,2648,0.6
1549,2724,0.6
1549,3059,0.52
1552,3492,0.6
1553,1699,1.0
1553,2219,0.72
1553,3120,0.56
1561,2464,0.56
1561,2635,0.72
1562,2591,0.52
1570,2182,0.56
1583,1975,0.52
1604,4590,0.68
1611,3790,0.68
1611,6566,0.56
1612,3400,0.52
1617,2498,0.76
1623,2018,0.56
1623,2323,0.56
1623,3780,0.64
1623,914,0.56
1627,2172,0.56
1638,2941,0.72
1646,2802,0.56
1651,4458,0.52
1652,3185,0.6
1652,3507,0.6
1654,1923,0.6
1654,2009,1.0
1654,2026,1.0
1654,2125,0.68
1654,2284,0.84
1654,2381,0.68
1654,2425,0.8
1654,2613,0.56
1654,2648,0.68
1654,2724,0.68
1654,2737,0.68
1654,3059,0.52
1654,4063,0.64
1655,2983,0.52
1656,3019,0.52
1663,4413,0.52
1663,4871,0.6
1663,5304,0.6
1663,5443,0.6
1663,5814,0.6
1663,5849,0.6
1663,6053,0.6
1663,6146,0.6
1663,6306,0.6
1663,6405,0.6
1663,6618,0.6
1663,6750,0.6
1663,6829,0.6
1663,7051,0.6
1663,7145,0.6
1663,7250,0.6
1663,7625,0.6
1663,7782,0.6
1663,7850,0.6
1663,7868,0.6
1663,8053,0.6
1663,8079,0.6
1663,8089,0.6
1663,8578,0.6
1663,8592,0.6
1663,8600,0.6
1663,8655,0.6
1663,8675,0.6
1663,8910,0.6
1663,9120,0.6
1663,9218,0.6
1663,9321,0.6
1673,3821,0.52
1673,4431,0.52
1684,2415,0.84
1684,2888,0.64
1684,2965,0.56
1684,3789,0.68
1684,3996,0.68
1684,4234,0.68
1686,1689,0.6
1687,4472,0.56
1693,4230,0.52
1696,2414,0.72
1696,3205,0.64
1696,4190,0.6
1696,4537,0.64
1698,3049,0.68
1699,2219,0.72
1699,3120,0.56
1722,2268,0.52
1731,1813,0.52
1738,856,0.52
1742,3613,0.52
1768,4081,0.52
1768,4567,0.52
1768,4594,0.52
1772,1891,0.52
1774,2791,0.68
1779,2377,0.68
1781,3975,0.64
1791,4383,0.6
1801,2146,0.6
1808,2518,0.52
1815,3563,0.56
1817,3737,0.52
1819,3024,0.56
1821,1911,0.52
1821,3943,0.72
1830,2416,0.52
1843,4026,0.68
1844,4776,0.68
1844,5634,0.68
1844,6669,0.68
1856,2990,0.6
1859,2584,0.92
1861,2157,0.56
1864,3827,0.56
1865,4349,0.6
1866,2958,0.56
1870,1964,0.52
1880,1888,0.56
1880,2065,0.52
1880,2539,0.52
1880,3588,0.6
1880,4644,0.6
1888,2065,0.52
1888,2539,0.52
1888,3588,0.64
1888,4644,0.64
1891,3428,0.64
1901,2109,0.52
1901,2214,0.52
1901,2316,0.52
1901,3412,0.56
1901,3491,0.56
1901,3988,0.56
1901,4084,0.56
1901,4111,0.56
1901,4173,0.56
1905,3998,0.76
1907,3966,0.6
1907,4510,0.6
1911,2219,0.56
1911,3943,0.72
1922,3799,0.52
1923,2009,0.6
1923,2026,0.6
1923,2125,0.72
1923,2381,0.72
1923,2613,0.56
1923,2648,0.72
1923,2724,0.72
1923,3059,0.56
1923,3189,0.64
1923,3305,0.52
1923,3580,0.52
1923,4058,0.52
1923,4210,0.52
1923,4233,0.52
1930,2030,0.56
1930,2290,0.72
1930,2986,0.56
1930,3096,0.56
1931,3631,0.52
1931,4429,0.52
1951,2697,0.52
1960,3361,0.64
1961,4335,0.52
1966,2810,0.56
1966,3159,0.56
1966,3684,0.56
1966,4564,0.56
1971,2672,0.6
1971,2753,0.52
1971,2815,0.6
1971,2888,0.52
1971,2938,0.68
1971,3000,0.68
1980,2053,0.76
1992,2769,0.52
1992,4646,0.6
1993,2222,0.52
1995,2897,0.52
2002,2171,0.52
2009,2026,1.0
2009,2125,0.68
2009,2284,0.84
2009,2381,0.68
2009,2425,0.8
2009,2613,0.56
2009,2648,0.68
2009,2724,0.68
2009,2737,0.68
2009,3059,0.52
2009,4063,0.64
2014,2960,0.76
2018,2323,0.68
2018,3780,0.76
2026,2125,0.68
2026,2284,0.84
2026,2381,0.68
2026,2425,0.8
2026,2613,0.56
2026,2648,0.68
2026,2724,0.68
2026,2737,0.68
2026,3059,0.52
2026,4063,0.64
2027,6055,0.52
2030,2290,0.72
2030,3096,0.56
2033,4583,0.56
