0,42,4.0
0,47,4.0
0,70,4.0
0,86,4.0
0,97,4.0
0,116,4.0
0,133,4.0
0,207,4.0
0,208,4.0
0,209,4.0
0,231,4.0
0,295,4.0
0,339,4.0
0,372,4.0
0,482,4.0
0,553,4.0
0,573,4.0
0,605,4.0
0,698,4.0
0,730,4.0
0,739,4.0
0,769,4.0
0,843,4.0
0,892,4.0
0,893,4.0
0,943,4.0
0,958,4.0
0,1006,4.0
0,1021,4.0
0,1062,4.0
0,1073,4.0
0,1159,4.0
0,1252,4.0
0,1539,4.0
0,1560,4.0
0,1659,4.0
0,2415,4.0
0,2477,4.0
0,2562,4.0
0,2776,4.0
0,2830,4.0
0,2934,4.0
0,3070,4.0
0,3317,4.0
0,3394,4.0
0,3429,4.0
0,3470,4.0
0,3606,4.0
0,3697,4.0
0,3706,4.0
1,56,4.0
1,108,4.0
1,143,4.0
1,159,4.0
1,209,4.0
1,283,4.0
1,339,4.0
1,391,4.0
1,406,4.0
1,463,4.0
1,623,4.0
1,715,4.0
1,1013,4.0
1,1076,4.0
1,1089,4.0
1,1108,4.0
1,1109,4.0
1,1159,4.0
1,1279,4.0
1,1335,4.0
1,1487,4.0
1,1523,4.0
1,1532,4.0
1,1573,4.0
1,1586,4.0
1,1666,4.0
1,1734,4.0
1,1831,4.0
1,1835,4.0
1,1895,4.0
1,1909,4.0
1,1929,4.0
1,2124,4.0
1,2272,4.0
1,2398,4.0
1,2446,4.0
1,2803,4.0
1,2820,4.0
1,3227,4.0
1,3266,4.0
1,3680,4.0
2,264,4.0
2,394,4.0
2,420,4.0
2,464,4.0
2,502,4.0
2,532,4.0
2,628,4.0
2,674,4.0
2,936,4.0
2,1069,4.0
2,1071,4.0
2,1296,4.0
2,1343,4.0
2,1416,4.0
2,1636,4.0
2,1719,4.0
2,1773,4.0
2,1872,4.0
2,1913,4.0
2,2125,4.0
2,2300,4.0
2,2403,4.0
2,2703,4.0
2,2860,4.0
2,2942,4.0
2,3066,4.0
2,3210,4.0
2,3226,4.0
2,3257,4.0
2,3324,4.0
2,3373,4.0
2,3398,4.0
2,3400,4.0
2,3440,4.0
2,3450,4.0
2,3458,4.0
2,3563,4.0
2,3711,4.0
3,8,4.0
3,19,4.0
3,20,4.0
3,23,4.0
3,42,4.0
3,44,4.0
3,64,4.0
3,92,4.0
3,105,4.0
3,107,4.0
3,120,4.0
3,141,4.0
3,167,4.0
3,173,4.0
3,303,4.0
3,409,4.0
3,454,4.0
3,490,4.0
3,497,4.0
3,509,4.0
3,523,4.0
3,526,4.0
3,540,4.0
3,654,4.0
3,872,4.0
3,974,4.0
3,1551,4.0
3,2785,4.0
3,3286,4.0
3,3385,4.0
3,3392,4.0
3,3512,4.0
3,3707,4.0
4,17,4.0
4,21,4.0
4,71,4.0
4,78,4.0
4,85,4.0
4,130,4.0
4,154,4.0
4,168,4.0
4,174,4.0
4,219,4.0
4,384,4.0
4,401,4.0
4,543,4.0
4,547,4.0
4,583,4.0
4,978,4.0
4,1127,4.0
4,1511,4.0
4,1615,4.0
4,1914,4.0
4,2051,4.0
4,2340,4.0
4,2565,4.0
4,2804,4.0
4,3175,4.0
4,3592,4.0
5,16,4.0
5,42,4.0
5,54,4.0
5,110,4.0
5,222,4.0
5,257,4.0
5,266,4.0
5,348,4.0
5,600,4.0
5,613,4.0
5,718,4.0
5,723,4.0
5,945,4.0
5,1043,4.0
5,1244,4.0
5,1493,4.0
5,1747,4.0
5,2089,4.0
5,2199,4.0
5,2414,4.0
5,2575,4.0
5,2639,4.0
5,2844,4.0
5,3224,4.0
6,86,4.0
6,97,4.0
6,242,4.0
6,448,4.0
6,530,4.0
6,691,4.0
6,884,4.0
6,961,4.0
6,1400,4.0
6,1471,4.0
6,1667,4.0
6,2059,4.0
6,2071,4.0
6,2095,4.0
6,2296,4.0
6,2341,4.0
6,2381,0.0
6,2431,4.0
6,2787,4.0
6,2866,4.0
6,2969,4.0
6,3108,4.0
6,3110,4.0
6,3661,0.5
7,867,4.0
7,1096,4.0
7,1132,4.0
7,1206,4.0
7,1284,4.0
7,1758,4.0
7,1783,4.0
7,1788,4.0
7,1907,4.0
7,2103,4.0
7,2129,4.0
7,2137,4.0
7,2348,4.0
7,2581,4.0
7,2670,4.0
7,2676,4.0
7,2722,4.0
7,3146,4.0
7,3321,4.0
7,3377,4.0
7,3383,4.0
7,3669,4.0
7,3676,4.0
8,97,4.0
8,123,4.0
8,187,4.0
8,209,4.0
8,310,4.0
8,360,4.0
8,442,4.0
8,459,4.0
8,474,4.0
8,504,4.0
8,584,4.0
8,615,4.0
8,775,4.0
8,819,4.0
8,917,4.0
8,949,4.0
8,1006,4.0
8,1362,4.0
8,1392,4.0
8,2663,4.0
9,178,4.0
9,272,4.0
9,762,4.0
9,890,4.0
9,939,4.0
9,971,4.0
9,1007,4.0
9,1179,4.0
9,1382,4.0
9,1660,4.0
9,1842,4.0
9,1932,4.0
9,1950,4.0
9,2224,4.0
9,2262,4.0
9,2417,4.0
9,2713,4.0
9,2737,4.0
9,3473,4.0
10,216,4.0
10,268,4.0
10,1216,4.0
10,1241,4.0
10,1401,4.0
10,1499,4.0
10,2056,4.0
10,2210,4.0
10,2464,4.0
10,2576,4.0
10,2795,4.0
10,3061,4.0
10,3076,4.0
10,3130,4.0
10,3303,4.0
10,3331,4.0
10,3368,4.0
10,3411,4.0
10,3712,4.0
11,2,4.0
11,642,4.0
11,1043,4.0
11,1143,4.0
11,1160,4.0
11,1386,4.0
11,1427,4.0
11,1844,4.0
11,2282,4.0
11,2486,4.0
11,2524,4.0
11,2728,4.0
11,2886,4.0
11,2957,4.0
11,3219,4.0
11,3249,4.0
11,3269,4.0
11,3672,4.0
11,3675,4.0
12,652,4.0
12,915,4.0
12,1076,4.0
12,1168,4.0
12,1347,4.0
12,1430,4.0
12,1562,4.0
12,1654,4.0
12,1756,4.0
12,1879,4.0
12,1991,4.0
12,2106,4.0
12,2128,4.0
12,2336,4.0
12,2421,4.0
12,2667,4.0
12,2829,4.0
12,2967,4.0
13,20,4.0
13,56,4.0
13,226,4.0
13,346,4.0
13,354,4.0
13,400,4.0
13,826,4.0
13,974,4.0
13,1102,4.0
13,1946,4.0
13,2579,4.0
13,2947,4.0
13,3674,4.0
13,3699,4.0
14,27,4.0
14,47,4.0
14,82,4.0
14,85,4.0
14,86,4.0
14,97,4.0
14,166,4.0
14,315,4.0
14,319,4.0
14,536,4.0
14,909,4.0
14,1226,4.0
14,2052,4.0
14,2825,4.0
15,69,4.0
15,440,4.0
15,506,4.0
15,568,4.0
15,674,4.0
15,759,4.0
15,932,4.0
15,1180,4.0
15,1689,4.0
15,1828,4.0
15,2277,4.0
15,2905,4.0
15,3605,4.0
16,846,4.0
16,891,4.0
16,962,4.0
16,1595,4.0
16,1626,4.0
16,1884,4.0
16,2107,4.0
16,2196,4.0
16,2216,4.0
16,2640,4.0
16,2725,4.0
16,2941,4.0
16,3379,4.0
17,934,4.0
17,1000,4.0
17,1069,4.0
17,1622,4.0
17,1634,4.0
17,2115,4.0
17,2172,4.0
17,2419,4.0
17,2475,4.0
17,3220,4.0
17,3349,4.0
17,3610,4.0
17,3719,4.0
18,112,4.0
18,113,4.0
18,138,4.0
18,235,4.0
18,379,4.0
18,478,4.0
18,889,4.0
18,1036,4.0
18,1155,4.0
18,1274,4.0
18,2367,4.0
18,3626,4.0
19,8,4.0
19,46,4.0
19,56,4.0
19,208,4.0
19,310,4.0
19,363,4.0
19,427,4.0
19,433,4.0
19,497,4.0
19,983,4.0
19,1010,4.0
19,3169,4.0
20,201,4.0
20,230,4.0
20,238,4.0
20,242,4.0
20,277,4.0
20,281,4.0
20,352,4.0
20,356,4.0
20,573,4.0
20,949,4.0
20,984,4.0
20,2171,4.0
21,661,4.0
21,760,4.0
21,859,4.0
21,1100,4.0
21,1148,4.0
21,1481,4.0
21,1832,4.0
21,2014,4.0
21,2220,4.0
21,2712,4.0
21,3381,4.0
21,3399,4.0
22,11,4.0
22,137,4.0
22,146,4.0
22,244,4.0
22,262,4.0
22,399,4.0
22,425,4.0
22,554,4.0
22,810,4.0
22,917,4.0
22,2991,4.0
22,3584,4.0
23,19,4.0
23,88,4.0
23,180,4.0
23,259,4.0
23,266,4.0
23,528,4.0
23,558,4.0
23,613,4.0
23,2045,4.0
23,2167,4.0
23,2859,4.0
23,3161,4.0
24,813,4.0
24,1496,4.0
24,1675,4.0
24,1787,4.0
24,1864,4.0
24,2175,4.0
24,2528,4.0
24,2733,4.0
24,2968,4.0
24,3256,4.0
24,3328,4.0
24,3647,4.0
25,40,4.0
25,61,4.0
25,78,4.0
25,90,4.0
25,150,4.0
25,207,4.0
25,274,4.0
25,301,4.0
25,414,4.0
25,1062,4.0
25,1170,4.0
25,3052,4.0
26,34,4.0
26,193,4.0
26,199,4.0
26,214,4.0
26,406,4.0
26,647,4.0
26,822,4.0
26,866,4.0
26,1163,4.0
26,1251,4.0
26,1514,4.0
26,2117,4.0
27,474,4.0
27,530,4.0
27,780,4.0
27,805,4.0
27,1161,4.0
27,1790,4.0
27,2299,4.0
27,2328,4.0
27,2818,4.0
27,2960,4.0
27,3284,4.0
28,110,4.0
28,271,4.0
28,272,4.0
28,773,4.0
28,1286,4.0
28,1442,4.0
28,2490,4.0
28,2591,4.0
28,3502,4.0
28,3531,4.0
28,3694,4.0
29,463,4.0
29,1220,4.0
29,1374,4.0
29,2335,4.0
29,2399,4.0
29,2473,4.0
29,3118,4.0
29,3375,4.0
29,3503,4.0
29,3673,4.0
29,3687,4.0
30,30,4.0
30,61,4.0
30,74,4.0
30,117,4.0
30,153,4.0
30,171,4.0
30,178,4.0
30,242,4.0
30,560,4.0
30,2019,4.0
30,3129,4.0
31,492,4.0
31,747,4.0
31,1710,4.0
31,2134,4.0
31,2183,4.0
31,2347,4.0
31,2680,4.0
31,2948,4.0
31,3262,4.0
31,3483,4.0
31,3553,4.0
32,45,4.0
32,108,4.0
32,186,4.0
32,217,4.0
32,232,4.0
32,267,4.0
32,405,4.0
32,601,4.0
32,1177,4.0
32,2133,4.0
32,3479,4.0
33,143,4.0
33,234,4.0
33,328,4.0
33,447,3.30420700176441
33,852,4.0
33,940,4.0
33,1096,4.0
33,1521,4.0
33,1781,4.0
33,2573,4.0
33,2758,4.0
34,642,4.0
34,881,4.0
34,1282,4.0
34,2114,4.0
34,2160,4.0
34,2285,4.0
34,2424,4.0
34,2907,4.0
34,3367,4.0
34,3457,4.0
34,3501,4.0
35,70,4.0
35,133,4.0
35,187,4.0
35,238,4.0
35,327,4.0
35,365,4.0
35,459,4.0
35,696,4.0
35,1057,4.0
35,1150,4.0
35,3121,4.0
36,5,4.0
36,29,4.0
36,57,4.0
36,212,4.0
36,298,4.0
36,321,4.0
36,396,4.0
36,500,4.0
36,603,4.0
36,616,4.0
37,657,4.0
37,711,4.0
37,1263,4.0
37,1292,4.0
37,1558,4.0
37,2384,4.0
37,3203,4.0
37,3455,4.0
37,3456,4.0
37,3622,4.0
38,10,4.0
38,39,4.0
38,45,4.0
38,462,4.0
38,1260,4.0
38,1577,4.0
38,1851,4.0
38,2580,4.0
38,2869,4.0
38,3577,4.0
39,61,4.0
39,71,4.0
39,78,4.0
39,110,4.0
39,201,4.0
39,346,4.0
39,360,4.0
39,615,4.0
39,814,4.0
39,1419,4.0
40,552,4.0
40,848,4.0
40,856,4.0
40,1247,4.0
40,1580,4.0
40,1845,4.0
40,2201,4.0
40,2203,4.0
40,2449,4.0
40,3423,4.0
41,36,4.0
41,40,4.0
41,64,4.0
41,198,4.0
41,294,4.0
41,300,4.0
41,311,4.0
41,435,4.0
41,579,4.0
41,3572,4.0
42,96,4.0
42,172,4.0
42,534,4.0
42,922,4.0
42,935,4.0
42,1980,4.0
42,2126,4.0
42,2317,4.0
42,2873,4.0
42,3316,4.0
43,240,4.0
43,491,4.0
43,521,4.0
43,739,4.0
43,968,4.0
43,1055,4.0
43,1154,4.0
43,1407,4.0
43,2237,4.0
43,2593,4.0
44,332,4.0
44,1125,4.0
44,1587,4.0
44,1743,4.0
44,1896,4.0
44,2343,4.0
44,2561,4.0
44,3238,4.0
44,3374,4.0
45,522,4.0
45,737,4.0
45,790,4.0
45,986,4.0
45,1520,4.0
45,1542,4.0
45,2326,4.0
45,2622,4.0
45,3060,4.0
46,5,4.0
46,9,4.0
46,31,4.0
46,54,4.0
46,60,4.0
46,190,4.0
46,549,4.0
46,646,4.0
46,1027,4.0
47,8,4.0
47,17,4.0
47,259,4.0
47,774,4.0
47,976,4.0
47,1757,4.0
47,2281,4.0
47,2520,4.0
47,2773,4.0
48,0,4.0
48,17,4.0
48,46,4.0
48,289,4.0
48,1276,4.0
48,1509,4.0
48,2211,4.0
48,2675,4.0
48,3081,4.0
49,257,4.0
49,368,4.0
49,1167,4.0
49,1530,4.0
49,2657,4.0
49,2706,4.0
49,3012,4.0
49,3432,4.0
49,3509,4.0
50,21,4.0
50,31,4.0
50,90,4.0
50,313,4.0
50,685,4.0
50,1115,4.0
50,1173,4.0
50,1610,4.0
50,3668,4.0
51,70,4.0
51,113,4.0
51,143,4.0
51,150,4.0
51,328,4.0
51,1488,4.0
51,1637,4.0
51,3406,4.0
51,3649,4.0
52,464,4.0
52,541,4.0
52,905,4.0
52,1037,4.0
52,1272,4.0
52,2207,4.0
52,2959,4.0
52,3397,4.0
52,3436,4.0
53,6,4.0
53,220,4.0
53,629,4.0
53,649,4.0
53,667,4.0
53,735,4.0
53,3028,4.0
53,3136,4.0
53,3437,4.0
54,259,4.0
54,368,4.0
54,680,4.0
54,761,4.0
54,1298,4.0
54,1939,4.0
54,2112,4.0
54,2416,4.0
55,1,4.0
55,9,4.5
55,16,4.0
55,17,4.0
55,21,4.0
55,39,4.0
55,109,4.0
55,168,4.0
56,317,4.0
56,522,4.0
56,782,4.0
56,1059,4.0
56,1631,4.0
56,2753,4.0
56,3085,4.0
56,3667,4.0
57,3,4.0
57,36,4.0
57,130,4.0
57,169,4.0
57,188,4.0
57,205,4.0
57,1130,4.0
57,2973,4.0
58,2,4.0
58,11,4.0
58,24,4.0
58,40,4.0
58,623,4.0
58,1480,4.0
58,1697,4.0
58,3690,4.0
59,66,4.0
59,355,4.0
59,356,4.0
59,379,4.0
59,1571,4.0
59,1873,4.0
59,2816,4.0
59,3078,4.0
60,502,4.0
60,1287,4.0
60,1452,4.0
60,1502,4.0
60,1748,4.0
60,2028,4.0
60,3063,4.0
60,3366,4.0
61,161,4.0
61,269,4.0
61,306,4.0
61,552,4.0
61,597,4.0
61,720,4.0
61,1239,4.0
61,3616,4.0
62,16,4.0
62,1711,4.0
62,1953,4.0
62,2135,4.0
62,2208,4.0
62,2937,4.0
62,2992,4.0
62,3671,4.0
63,29,4.0
63,53,4.0
63,103,4.0
63,1588,4.0
63,1799,4.0
63,1881,4.0
63,2965,4.0
63,3305,4.0
64,47,4.0
64,752,4.0
64,909,4.0
64,1067,4.0
64,1138,4.0
64,2228,4.0
